textPayload,insertId,resource.type,resource.labels.task_name,resource.labels.job_id,resource.labels.project_id,timestamp,severity,logName,receiveTimestamp,jsonPayload.pathname,jsonPayload.created,jsonPayload.lineno,jsonPayload.message,jsonPayload.levelname,"labels.""compute.googleapis.com/resource_id""","labels.""compute.googleapis.com/zone""","labels.""ml.googleapis.com/job_id/log_area""","labels.""compute.googleapis.com/resource_name""","labels.""ml.googleapis.com/trial_id"""
,ofdaumg1r7cnzn,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.618091106Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.618091,325,major: 3 minor: 7 memoryClockRate (GHz) 0.8235,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzm,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.617893934Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.617894,325,name: Tesla K80,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzl,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.617652893Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/core/common_runtime/gpu/gpu_device.cc,1559188066.617653,885,"Found device 3 with properties: ",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzk,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.617213010Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_gpu_executor.cc,1559188066.617213,910,"successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzj,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.517036914Z,WARNING,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_driver.cc,1559188066.517037,590,creating context when one is currently active; existing: 0x4809440,WARNING,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzi,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.516856908Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.516857,325,Free memory: 11.10GiB,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzh,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.516686916Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.516687,325,Total memory: 11.17GiB,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzg,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.516515970Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.516516,325,pciBusID 0000:00:06.0,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzf,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.516304969Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.516305,325,major: 3 minor: 7 memoryClockRate (GHz) 0.8235,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnze,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.516124010Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.516124,325,name: Tesla K80,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzd,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.515841007Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/core/common_runtime/gpu/gpu_device.cc,1559188066.515841,885,"Found device 2 with properties: ",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzc,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.515424966Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_gpu_executor.cc,1559188066.515425,910,"successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnzb,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.431725978Z,WARNING,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_driver.cc,1559188066.431726,590,creating context when one is currently active; existing: 0x4805150,WARNING,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnza,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.431510925Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.431511,325,Free memory: 11.10GiB,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz9,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.431339025Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.431339,325,Total memory: 11.17GiB,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz8,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.431102037Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.431102,325,pciBusID 0000:00:05.0,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz7,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.430818080Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.430818,325,major: 3 minor: 7 memoryClockRate (GHz) 0.8235,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz6,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.430613994Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.430614,325,name: Tesla K80,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz5,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.430300951Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/core/common_runtime/gpu/gpu_device.cc,1559188066.430301,885,"Found device 1 with properties: ",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz4,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.429744958Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_gpu_executor.cc,1559188066.429745,910,"successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz3,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.345154047Z,WARNING,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_driver.cc,1559188066.345154,590,creating context when one is currently active; existing: 0x4687a90,WARNING,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz2,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.344960927Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.344961,325,Free memory: 11.10GiB,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz1,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.344763994Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.344764,325,Total memory: 11.17GiB,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnz0,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.344598054Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.344598,325,pciBusID 0000:00:04.0,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyz,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.344413995Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.344414,325,major: 3 minor: 7 memoryClockRate (GHz) 0.8235,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyy,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.344233036Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/runcloudml.py,1559188066.344233,325,name: Tesla K80,ERROR,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyx,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.343997955Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/core/common_runtime/gpu/gpu_device.cc,1559188066.343998,885,"Found device 0 with properties: ",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyw,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.343415021Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/stream_executor/cuda/cuda_gpu_executor.cc,1559188066.343415,910,"successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero",INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyv,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.158097982Z,WARNING,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/core/platform/cpu_feature_guard.cc,1559188066.158098,45,"The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.",WARNING,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyu,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:46.157633066Z,WARNING,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,tensorflow/core/platform/cpu_feature_guard.cc,1559188066.157633,45,"The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.",WARNING,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,ofdaumg1r7cnyt,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:45.380712985Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/root/.local/lib/python2.7/site-packages/trainer/model.py,1559188065.380713,267,Train Start: 2019-05-30 03:47:45,INFO,9132047019848953705,us-central1-c,tensorflow,cmle-training-15449946248941373296,
,ofdaumg1r7cnys,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:45.041450977Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/root/.local/lib/python2.7/site-packages/sh.py,1559188065.041451,628,"<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r gs://recommendation-try/data/u.data /tmp/73ce8969-1467-496d-b5fa-0386d818bd37/u.data', pid 428>: process completed",INFO,9132047019848953705,us-central1-c,sh.command,cmle-training-15449946248941373296,
,ofdaumg1r7cnyr,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:43.552768945Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/root/.local/lib/python2.7/site-packages/sh.py,1559188063.552769,628,"<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r gs://recommendation-try/data/u.data /tmp/73ce8969-1467-496d-b5fa-0386d818bd37/u.data', pid 428>: process started",INFO,9132047019848953705,us-central1-c,sh.command,cmle-training-15449946248941373296,
,ofdaumg1r7cnyq,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:43.546299934Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:49.277607053Z,/root/.local/lib/python2.7/site-packages/sh.py,1559188063.5463,628,<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r gs://recommendation-try/data/u.data /tmp/73ce8969-1467-496d-b5fa-0386d818bd37/u.data'>: starting process,INFO,9132047019848953705,us-central1-c,sh.command,cmle-training-15449946248941373296,
,102rujfg1irfamo,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:36.697320938Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:42.876492593Z,tensorflow/stream_executor/dso_loader.cc,1559188056.697321,135,successfully opened CUDA library libcurand.so.8.0 locally,INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,102rujfg1irfamn,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:36.696937084Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:42.876492593Z,tensorflow/stream_executor/dso_loader.cc,1559188056.696937,135,successfully opened CUDA library libcuda.so.1 locally,INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
,102rujfg1irfamm,ml_job,master-replica-0,wals_ml_train_20190530_034326,my-tf-2019,2019-05-30T03:47:36.695914030Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T03:47:42.876492593Z,tensorflow/stream_executor/dso_loader.cc,1559188056.695914,135,successfully opened CUDA library libcufft.so.8.0 locally,INFO,9132047019848953705,us-central1-c,root,cmle-training-15449946248941373296,
